CNPJ,NOME FANTASIA,SITUAÃÃO CADASTRAL,CNAE 1,CNAE 2,UF,Municipio
20216585,MULTIBANCO - PROMOTORA DE VENDAS,8,7319002,,RS,8841
20219137,NDS CONSTRUCOES,8,4399103,,RS,8841
1656038,CONCESSIONARIA RENAULT,8,4511101,"4511102,4530703,4520001,7711000,6619399,4619200,8299799",RS,8841
20506410,BOLICHO,2,5611204,4712100,RS,8841
20510365,,8,4399103,1091102,RS,8841
20512445,VECTOR SM CONSTRUCOES LTDA,8,4120400,"4321500,4330402,4330404,4330499",RS,8841
20525824,DH COMERCIO,8,7319002,4781400,RS,8841
20531767,,2,8292000,1061902,RS,8841
20560857,,8,9492800,,RS,8841
20572083,,8,9492800,,RS,8841
20589092,DISTRIBUIDORA BRASSAGEM - CERVEJAS ESPECIAIS,2,4635403,"4723700,8230002,5611204,8230001",RS,8841
20592061,COLINS ARTIGOS MILITARES E SEGURANCA,8,4781400,"2062200,1412601,1412602,1412603,9529102,1521100,3299002,4763604,1340599,4763602,4744001,4755503,4755502,4759899,4789007",RS,8841
14909848,RABUSCH,8,4781400,"4782201,4789001",RS,8841
20599020,BRASATO GRILL,4,7020400,8599604,RS,8841
20600032,TRUFAS DELICIA,4,5620104,,RS,8841
20618944,,8,4330405,"8130300,4399103",RS,8841
20673068,ABPR,4,4330404,"4330405,4399199,4322301,4330402,4321500,4399103",RS,8841
20673512,,2,9602502,,RS,8841
20677178,,4,4781400,,RS,8841
20677611,,8,5611203,4729699,RS,8841
20680562,,4,4754702,4781400,RS,8841
20692062,MAE MANINHA DE OXUM,2,9609299,4789099,RS,8841
20699380,CERAMICA ISTELA,4,2342702,"4744004,4744099,4679604,4930201",RS,8841
20702784,LANCHERIA CASA DA PRAIA,8,5611203,"8230002,5611204",RS,8841
20703958,VINADE COACHING T E D,2,8599604,,RS,8841
20720263,ACO ART CNS,2,2539001,"2541100,9529199,2599399,2542000,2539002,2543800,3299099",RS,8841
20735982,,8,4399103,"4330405,4322301",RS,8841
20744634,,2,6462000,"8640206,8640207,8640208,8640209,8640213,8640204,8640299,6202300,6201501,8219999,1813099",RS,8841
20746040,JU CABELEIREIRA,8,9602501,,RS,8841
20770642,CASA CORINA,8,4729699,5612100,RS,8841
20776023,R.R. TRANSPORTES,2,4924800,4930201,RS,8841
20782781,,8,4330404,"4321500,4330403,4399103",RS,8841
20784987,E R S CLIMATIZACAO E ELETRICA MEI,4,4322302,"4322303,4321500,4759899",RS,8841
20786510,,2,4781400,,RS,8841
14903117,,4,4754701,"4753900,4759899,4759801,4744099,7410202",RS,8841
20793809,,2,5611204,,RS,8841
20798991,NIC FONSECA COMUNICACAO MULTIMIDIA,8,5813100,"7420001,5912099,5812301",RS,8841
20799709,,8,1340501,,RS,8841
20817520,FATIADOS LOS HERMANOS,4,4617600,,RS,8841
20830411,ZADRO PERSONAL TRAINER,8,9313100,,RS,8841
20833145,,8,5223100,7319002,RS,8841
20840564,FINA ESTAMPA MODAS,4,4781400,,RS,8841
20853498,,8,8599604,,RS,8841
20853767,,4,4759899,"4755503,4759801",RS,8841
20891003,,4,4618401,"4617600,4618499,4723700,4729601,4729699,4761003",RS,8841
20906255,CLOSET BY MICHELLI TORRICO,2,8230001,5912099,RS,8841
20906771,,2,8219999,"4742300,5819100,4744004,4744003,5912099,8129000,4321500,4330403,4399103,4744001,4744099",RS,8841
20907959,GTECK SOLUCOES INDUSTRIAIS LTDA,2,3314710,4663000,RS,8841
20909935,JA CONSTRUCOES,4,4399103,"4330405,4330404,4399199,4322301,4330402,4321500,2599301",RS,8841
20926641,,8,4781400,,RS,8841
20929111,VITRINE DA MODA,8,4781400,"4755503,4753900,4789001,4759899,4782201,4772500",RS,8841
20935767,ROTA DO LANCHE,4,5612100,,RS,8841
20951434,T&F ASSESSORIA ESPECIALIZADA,8,8230001,,RS,8841
20956495,VIGIAR,2,8121400,"4321500,4322301,4330404,4330405,4330499,4399103,8011101,8130300",RS,8841
20966514,LIVRARIA SPACE GOSPEL,2,4761001,"4789099,4789001,4723700,4713002,4762800,4772500",RS,8841
20969889,TOP 10 COBRANCAS,8,8291100,"4541206,5223100,4781400,4530704,4543900,4929901,4785799,4930201,4930204,4520007,4723700,4520003,4520005,4520002,4520001",RS,8841
20971696,TELE SERVICO DOIS AMIGOS,2,4322301,"4330405,4930201,4330404,4399199,8130300,4330403,4330402,4321500,4399103,3329501",RS,8841
20980980,OLIVEIRA GESSEIRO,2,4330403,,RS,8841
20983026,PEDROSO CONSULTORIA FINANCEIRA E COBRANCA,8,8291100,"9511800,8219999",RS,8841
20986356,,4,4753900,"4752100,4757100,4763601",RS,8841
20991715,,4,8130300,"4930201,4322301,4321500,7731400,4399103",RS,8841
21010813,DICEZAR ALIMENTOS,8,4618401,,RS,8841
21013477,SHOPPING 10,4,4781400,"4789001,4755502",RS,8841
21045286,JA REFORMAS EM GERAL,4,4399103,"4330405,4330404,4322301,4330402,2599301",RS,8841
21050720,PINTURA BAIRROS,2,4330404,"4744099,4330405,4741500,4399199,4322301,4330402,4321500,4399103",RS,8841
21053971,,8,5320202,,RS,8841
21059743,,2,6810202,"6810201,4110700,6810203,4120400,6821802,6822600",RS,8841
21065259,B2B CONSULTORIA E EVENTOS EMPRESARIAIS,2,7020400,"8599604,8230001",RS,8841
21067486,TONINHO,8,4330404,4330405,RS,8841
21068412,LF MONTAGENS,8,3329501,,RS,8841
21130655,AL-PREV SISTEMAS CONTRA INCENDIO,4,4322303,"4742300,4744003,8130300,8121400,4789099,4669999,4321500,8020001",RS,8841
21173138,PORTAL RODAS,8,2539001,"4530703,4530704,4520002",RS,8841
21181178,R M,2,4712100,,RS,8841
21185432,,8,4781400,4772500,RS,8841
21188402,ARQ3E ARQUITETURA BIOCLIMATICA EFICIENCIA ENERGETICA,8,7111100,,RS,8841
21202276,PLINIO ARAUJO PROMOCOES,8,8230001,,RS,8841
21202607,DEMED DISTRIBUIDORA,4,4645103,"4645101,4664800,4773300,4644301,4771701,4644302,4771704",RS,8841
2974076,HUNNINGHAUSEN,2,4672900,"4744001,4742300,4744003,4763602,4781400",RS,8841
21229698,RP SISTEMAS DE SEGURANCA,2,8011101,"8121400,8130300",RS,8841
21231201,,8,7319002,,RS,8841
21239120,GR CONCENTRADORES,2,7739002,4773300,RS,8841
21257986,PADARIA COLONIAL,8,1091102,,RS,8841
20809346,NEI D'OGUM,8,8230001,"8592999,7420004,9609299,8592902,1813099",RS,8841
21280428,XIS DO GUTO,8,5611203,"4723700,5612100",RS,8841
21281750,,2,8112500,,RS,8841
21282045,MAXIMINI BOOKS,2,5811500,"8593700,4785799",RS,8841
21307219,MC DESENVOLVIMENTO PROFISSIONAL,8,8599604,,RS,8841
21358061,FRUTEIRA GARCIA,8,4724500,4723700,RS,8841
21358567,IVONE DE FATIMA DA SILVA PORTEL,8,9602502,"4783101,4789001,4781400",RS,8841
21358803,,2,4399103,"4330405,4330404,4322301,4330402,4322302,4321500",RS,8841
21357200,MMV REPRESENTACOES,8,7319002,8599604,RS,8841
21367063,JC PHONE,2,4753900,"4752100,4520002",RS,8841
21371470,,2,7311400,"5911199,6810202,7020400,7319002,7319004,7410299",RS,8841
21375911,,8,4781400,,RS,8841
21377837,,4,4330404,,RS,8841
12010663,ESTACIONE BEM,2,5223100,,RS,8841
21391336,,2,4789001,,RS,8841
21393508,INSTALADORA SM,2,4322302,"4330404,4399199,4322301,4330402,4321500,4399103",RS,8841
21435097,MUSA URBANA,8,9602501,"9602502,4772500",RS,8841
21437699,LELLO INSANUM TATTO,4,9609206,,RS,8841
21444957,,2,8112500,,RS,8841
21461369,MISTURINHA MODA E ACESSORIOS,8,4781400,"4755503,4789099,4782201,4772500,4763602",RS,8841
21465445,ISABEL UNHAS,2,9602501,9602502,RS,8841
21482860,KING PIZZAS,2,5620102,"5620104,5620101,4723700,1094500,4724500",RS,8841
21498626,DZF TRANSPORTES,2,4930201,3329501,RS,8841
21510521,,2,4330403,,RS,8841
21517106,CORREA EXPRESS,8,5320202,,RS,8841
21520365,,2,4110700,"4120400,4399103,4399101,4322301,4321500,4330401,4330402,4330403,4330404,4330405,4330499,4322303,4744099",RS,8841
21526387,,2,7490104,"4321500,4322301,4744003,4744099,8129000,8130300",RS,8841
21527674,,2,4754702,,RS,8841
21530725,,8,4781400,"4789001,4782201,4772500",RS,8841
21534146,PALACIO DAS DELICIAS,8,4721102,"5611203,1091102",RS,8841
21538019,TRANSBRUTTI,8,4930201,7731400,RS,8841
21541343,,4,4120400,"4330404,4679699,4744099",RS,8841
21553309,,2,8211300,"4754702,4755503,4781400,4782201,6821801,6821802,8591100",RS,8841
21557931,TORNEARIA GRIGOLO,8,2539001,,RS,8841
21574754,BABADO NOVO,2,4712100,"4781400,4789001",RS,8841
21576588,,8,4330404,,RS,8841
21579618,IZA E CIA PRESENTE TODO DIA,2,4772500,"4763601,4781400,4723700,4713002",RS,8841
21579712,KIJOIA,2,4712100,4723700,RS,8841
21589672,,2,9313100,,RS,8841
21600278,,8,1096100,"4723700,5611203",RS,8841
21602618,ESQUINA DO FRANGO,8,5620104,,RS,8841
21614175,,2,6810202,"4120400,4399101,4299599,6821801,6810201,4110700",RS,8841
21614731,,8,4930202,4930204,RS,8841
21630333,,8,8599699,9001902,RS,8841
21647775,,4,9602501,"4723700,9602502",RS,8841
18794530,SHANTI YOGA ESPACO ZEN,8,9313100,,RS,8841
21703462,ONCOCAD,2,8630599,"8630501,8630502,8630503",RS,8841
88371851,,2,9491000,,RS,8841
21722505,,2,8112500,,RS,8841
21746290,SALAO STUDIO ONCE,8,9602501,,RS,8841
21750643,,8,4530703,"2212900,4511104,4511106,4520001,4520004,4520006,4530704,4530705",RS,8841
21761772,GUIMARAES JARDINAGEM,8,8130300,,RS,8841
21763093,,2,9609206,,RS,8841
21778174,OLYMPUS TEMPLE TRAINING,8,9313100,"4781400,4729699",RS,8841
21808568,JOSE GILBERTO SCHALEMBERGUER,2,5620104,,RS,8841
21824929,ILUMINAR INSTALACOES ELETRICAS E MANUTENCAO,2,4321500,"4330405,4330404,4322301,4399103",RS,8841
21825281,STEREO MIXER PRODUCOES,4,7319002,8230001,RS,8841
21849225,ISAURIA AMORIM DA SILVA,4,4763601,"4755503,4755502,4781400",RS,8841
21853537,,8,4321500,,RS,8841
21853811,GARCEZ ASSISTENCIA TECNICA,8,9511800,,RS,8841
21863629,CIA DO VIDRO ELETRICO E ACESSORIOS,2,4530703,"4530704,4732600,4520003",RS,8841
21871278,,8,4399103,"4330405,4330404,4322301",RS,8841
21905581,ACADEMIA MOVIMENTO,8,9313100,"4781400,4723700,4721104",RS,8841
21924181,TERRITORIO GAMES,2,4751201,"4753900,8599603,6190699,4752100",RS,8841
21925401,,8,9313100,,RS,8841
21956604,,8,4781400,,RS,8841
21972186,ART SOLDAS,4,2539001,,RS,8841
21972758,BOM GOSTO,8,5611203,4723700,RS,8841
21981053,PINHEIRO,8,4789099,,RS,8841
22012614,KAKA VARGAS,8,8599699,"9001902,4781400",RS,8841
22015005,,2,4781400,"4763601,4759801,4789099,4754702,4774100,4782202,4782201,4763602,4755503,4755502,4755501,4759899,4772500",RS,8841
93489243,,2,4731800,"4732600,4729602",RS,8841
22018756,,2,4712100,4789004,RS,8841
22019783,PATI AUTO CAR,2,4520002,,RS,8841
22020803,,2,8112500,,RS,8841
22028675,RESIDENCIAL ARAUCARIA,2,8112500,,RS,8841
22030141,,2,4399103,"4330405,4322301,4321500",RS,8841
22035013,ANGELICA SILVA PRODUCOES,2,8230001,"8592999,8592903",RS,8841
22049541,F.C BELEZA,8,4772500,"4755502,4781400",RS,8841
22051648,TICKET PRATICO,8,4751201,9511800,RS,8841
22062943,,2,9602501,4781400,RS,8841
22064244,MUNDO DAS SEMIJOIAS,2,4783101,4789001,RS,8841
22064367,BIOSAUDE/QUALIDADE DE VIDA,4,7319002,,RS,8841
22067613,NOVA VISAO,2,4330499,4743100,RS,8841
22067786,J.SEVERO CONSTRUCOES,4,4399103,,RS,8841
22067927,LAVAGEM DOM PEDRO I,2,4520005,,RS,8841
22074735,S&M INFORMATICA E JOGOS,4,4751201,"9511800,6190699,4751202",RS,8841
22074781,,2,6622300,,RS,8841
22083118,EPS REFORMAS,2,4399103,"4742300,8130300,4744004,4744003,2542000,4321500,4322301,4741500,4330404,4744001",RS,8841
22086386,DR HELP ASSISTENCIA TECNICA EM INFORMATICA,8,9511800,4751201,RS,8841
22089169,AGRODALL,8,161001,,RS,8841
22106588,AVESOM COMUNICACAO E PRESTADORA DE SERVICOS,2,9609299,"9001906,4781400,4929903,5812301,4763602,5229099,4929901,0161002,8230001,7420001,8230002,0161003",RS,8841
20893539,MADAME BACANA,8,4781400,"4782201,4789001,4755502,4755503,4782202",RS,8841
22114699,GARRA SOLUCOES EM JARDINAGEM,2,8130300,,RS,8841
22115467,RENI REFORMAS E CONSTRUCAO,4,4399103,4330404,RS,8841
22131788,,8,4211101,"4744001,7732201",RS,8841
22131821,DJ CONSTRUCOES,8,4399103,"4120400,4330404",RS,8841
92808468,CASA DO PARABRISA,8,4530703,,RS,8841
22144668,,8,5611201,5611203,RS,8841
14564635,FENIX CALCADOS III,8,4782201,"4763602,4781400,4782202",RS,8841
22192016,R D L MODAS,4,4781400,"4755503,4782201,4772500",RS,8841
22209422,ALASSIA TRUFAS,8,1091102,"5620104,5612100",RS,8841
22226053,GSM TRANSPORTES,2,4930202,,RS,8841
22226421,UBIRAJARA DE QUADRO FLORES,2,4612500,"4530706,4611700,4613300,4619200,6810201",RS,8841
22251204,NITEROI BEBIDAS,8,4723700,"4721104,5611203",RS,8841
22258398,IBICUI,2,4611700,"4781400,4789001",RS,8841
12958035,O BOTICARIO,8,4772500,8299799,RS,8841
14336553,,8,1529700,,RS,8841
22305418,SILVEIRA PINTURAS,4,4330404,4399103,RS,8841
22306814,,2,9313100,"4723700,4763602,4781400",RS,8841
22322368,,4,8599699,,RS,8841
22332070,,8,4771701,4772500,RS,8841
22357225,,2,8112500,,RS,8841
22364711,RESTAURANTE BOM GOSTO,8,5611201,5590699,RS,8841
22366840,EM EQUIPAMENTOS E MANUTENCOES,2,4321500,"4322302,4322301,4757100,4330402,4399103",RS,8841
22414899,CARLOS NOLAR DE CAMPOS,8,4789001,4781400,RS,8841
22430710,,8,8219999,8593700,RS,8841
22439373,,4,4618402,7711000,RS,8841
22440736,BELEZARIA DA FATIMA,2,9602501,"4789001,4781400,9602502,4772500",RS,8841
22452065,SCHMELING ACESSORIOS,8,4781400,8712300,RS,8841
22455087,TAYANNEGOMESFERREIRA,4,9602501,,RS,8841
22472032,LANNES & GEHRKE ASSESSORIA E CONSULTORIA JURIDICA,2,6911701,,RS,8841
22480179,ANA,4,8211300,"4781400,4755503,4782201,4789099,4789001,4729601,4723700",RS,8841
22480275,,8,9602501,,RS,8841
22480702,DANIELE LANCHES,2,5612100,,RS,8841
22481304,,2,5611203,5611201,RS,8841
22488005,,2,1340599,"4330404,8130300,4322301,4321500,3329501,2543800",RS,8841
22491106,MONSTER ACADEMIA,2,9313100,,RS,8841
22492891,,8,9511800,,RS,8841
22512101,BELL PAO,8,1091102,,RS,8841
22526011,,2,8112500,,RS,8841
22528955,JULIO CONSTRUCOES,8,4399103,"4330405,4330404,4399199,4322301,4330402,4321500,2599301",RS,8841
22535064,RAQUEL FOTOGRAFIA,4,7420001,,RS,8841
22550337,FRETES E MUDANCAS PANAMBI,2,4930204,"4930201,4929902",RS,8841
20827537,TAPETES SANTA MARIA,4,4759801,"4755503,4713002,4754703,4759899",RS,8841
22573665,GRUBER TRANSPORTES,4,4930201,,RS,8841
22578689,JESSICA RIBAS TIMM,8,8599604,"8599605,8592999",RS,8841
22592425,DISTRIBUIDORA SANSONE,4,4723700,4729699,RS,8841
22597527,HOMER LANCHES,8,5612100,,RS,8841
88212113,SAO JOAO FARMACIAS,2,4771701,"4723700,4729699,4763601,4772500,4781400,4782201,4789004,8630506,8650099",RS,8841
22610053,,4,4789001,"1422300,3299099",RS,8841
22610776,,2,8592999,"9329899,7420001,9602502",RS,8841
22633139,,4,6920601,,RS,8841
22644672,WILSON NEVES EVENTOS,8,8230001,7319002,RS,8841
22659362,AVILA PROJETOS AMBIENTAIS,2,7112000,"0230600,4789002,7119701,7119799,7490199,8130300",RS,8841
22659434,NICE M. LEAL,4,8230001,"7721700,8230002,4781400",RS,8841
22659533,,8,9700500,,RS,8841
21000995,RHYNNUK,2,9529199,4789001,RS,8841
22688356,SAVANA RAFAELLA LEMOS,8,4321500,"4755503,9511800,4781400,8219901,8219999,1813099,1813001",RS,8841
22698546,ZE BOB PET SHOP,8,9609208,4789004,RS,8841
22699824,,4,4633801,4723700,RS,8841
22703911,MUSAURBANA,2,9602501,"4772500,4781400,4782201,4789001,4783101,4782202,4755503,4755502",RS,8841
22707626,,4,4789005,"4744003,4744099,4744004,9511800,4754703,4744001",RS,8841
22718601,VERSATE SOM & LUZ,4,9001906,"4753900,4754703,7739003",RS,8841
2529440,EXTINBRAS II,2,4789099,"4322303,3314710,3311200,4530703,4530704,4530701,4669999",RS,8841
22732104,GOLD SOLUCOES FINANCEIRAS,8,8291100,,RS,8841
22734134,CENTRO DE REABILITACAO ARTICULAR,8,8630503,"7210000,4773300,4771701",RS,8841
22739457,MUSICAL IBALDO,2,4756300,,RS,8841
22748475,JUNIOR OSORIO,8,8211300,8219999,RS,8841
22752176,RICKS ENGLISH,2,8593700,,RS,8841
13574594,BK - FILIAL SHOPPING ROYAL PLAZA KSK,2,5611203,,RS,8841
22785367,GURMMILLER,8,5611201,,RS,8841
22803743,VERSATILL DIAS,2,4321500,"4330405,4330404,4322301,8130300,4399103",RS,8841
22832484,REGHELIN,8,4923001,"4520007,4543900",RS,8841
22836229,ASSOCIACAO AMIGOS DA VILA ESPERANCA,4,9319199,,RS,8841
22839233,ATACADO SM,8,4789005,4789099,RS,8841
22844470,FELIPE TATTOO,4,9609206,,RS,8841
22846274,,8,4781400,,RS,8841
22846488,AGTL PRESTADORA DE SERVICOS EM GERAL,8,4399103,"4330405,4330404,4781400,4399199,4322301,8130300,4713002,4330402,4321500,2599301",RS,8841
22846540,SCM REPRESENTACAO COMERCIAL,8,4618401,,RS,8841
22846564,CAPORAL,4,4330402,9529105,RS,8841
20807942,ACADEMIA EFICAZ,8,9313100,"4763602,4781400,4782201,4729699",RS,8841
18828059,TORIA AROMAS,2,4772500,"4782201,4781400",RS,8841
22890562,ATHENA TRADUCOES E VERSOES,8,8599699,8593700,RS,8841
22895325,,8,9602501,4772500,RS,8841
22896372,ASSIS EMPREITEIRA,8,4399103,"4330404,4330402",RS,8841
22918370,,2,4712100,,RS,8841
22919830,,2,4520001,,RS,8841
22936732,GUSTAVO FAO DESENVOLVIMENTO MOBILE,8,5819100,"9511800,8599603",RS,8841
22936822,DANI CUPCAKES,4,1091102,5620104,RS,8841
22940865,,2,4729699,,RS,8841
22941107,,8,8291100,4781400,RS,8841
22949922,REFORMA E PINTURA SANTA CLARA,2,4399103,"4321500,4330403",RS,8841
22950173,L C FRETES,2,4930204,,RS,8841
22953373,,8,5611203,5611204,RS,8841
22956473,,2,7020400,"6499999,6810201,6463800",RS,8841
22980704,LAVAGEM CUSTODIO,8,4520005,,RS,8841
22984671,ESPACO VIP ESTILO E BELEZA,4,9602501,"5620104,5612100",RS,8841
22992065,CAMARIM,8,4781400,4782202,RS,8841
22992396,,4,4399103,,RS,8841
22992856,,2,4781400,,RS,8841
14196011,LOJA MARIA JOANA,8,4781400,4782201,RS,8841
23002602,,4,4399103,,RS,8841
23014862,CRL CONSTRUCOES & REFORMAS,4,4330404,"8122200,4330403,4322301,8130300,4321500,4399103,1622699",RS,8841
23029070,MANDIO LANCHES,4,5611203,5612100,RS,8841
23039509,,8,4781400,,RS,8841
23040011,,2,4321500,,RS,8841
23040300,,4,4520002,,RS,8841
23040989,,2,4399103,"4330405,4330404,4322301,4330402,4321500",RS,8841
23042053,ANDREIA CABELEREIRA,4,9602501,,RS,8841
23068512,ARCTOS COMUNICACAO E MARKETING,2,7319003,"7420001,4789001",RS,8841
23070904,ALVES REFORMAS E CONSTRUCOES,8,4399103,4330405,RS,8841
9313129,,8,4789004,"9609208,4712100,4644302,4744001,4744099,4623109,4683400",RS,8841
23084191,CONSTRUCOES LOVATO,4,4330402,"4330404,4399103",RS,8841
23088031,,4,9602501,,RS,8841
23089216,PROVERBIOS MANUTENCAO DE JARDINS,2,8130300,,RS,8841
23094151,KITUTES DA TERE,8,5620104,,RS,8841
23107781,,8,4713002,4752100,RS,8841
94645298,,8,4763603,"4763602,9529104",RS,8841
23141101,GREENPSA,2,7490104,7490199,RS,8841
23144410,VAR SANTA LIRA,2,5611204,,RS,8841
23146002,,8,4399103,,RS,8841
20941165,SORVETERIA SAO JOAO,8,4729699,,RS,8841
23176598,,8,4399103,,RS,8841
23176638,CAVALARI BEBIDAS,4,5611204,4723700,RS,8841
11177339,,2,9430800,"9493600,9499500",RS,8841
23192417,,2,9602501,,RS,8841
23206743,C.L.,8,4399103,,RS,8841
23218515,LANCHES E BEBIDAS DOIS AMIGOS,4,5611204,5611203,RS,8841
23228754,,4,4723700,5611204,RS,8841
23231040,KAMALEAO FOOD TRUCK,8,5612100,"8230001,7990200",RS,8841
23231432,JS,2,4330405,"4322301,4330402,4321500,4399103,2599301",RS,8841
23253559,,2,7319002,,RS,8841
23263818,,8,4399103,,RS,8841
23270905,TAMARA GARCIA IDEIAS PERSONALIZADAS,8,1749400,,RS,8841
23276993,,4,4399103,,RS,8841
23278622,,8,4781400,4772500,RS,8841
23284099,TAMY BELEZA E A ACESSORIOS,8,9602501,4789001,RS,8841
23298610,THALES MAKE UP AND HAIR,8,9602502,9602501,RS,8841
23308814,LUCAS ADRIELL,8,5612100,"4789005,4772500",RS,8841
23322755,,8,4729699,,RS,8841
23324375,SUL REFORMAS,8,4399103,"4330405,4330404,4399199,8130300,4322301,4330402,4321500,2599301",RS,8841
23332535,MERCADO SANTO ANTONIO,2,4712100,"4721103,4723700,5611204",RS,8841
23368198,,2,8112500,,RS,8841
23373231,MARIZETE SANTOS,8,4930201,,RS,8841
23373543,,8,2539001,,RS,8841
23374072,ELETROFONE,8,9521500,4753900,RS,8841
23379268,ACADEMIA DE ECOESPORTE,2,9319101,"9312300,9430800,9499500,7220700,8800600,5811500,5812302,5813100,9101500",RS,8841
23380400,REABILITACAO PULMONAR FISIOTERAPEUTICA,8,8650004,,RS,8841
23385096,TOP DELIVERY,8,4781400,,RS,8841
23386161,,8,7020400,,RS,8841
21391954,,8,4754702,,RS,8841
7583134,IMAD SANTOS,2,9491000,,RS,8841
22723937,,4,4744005,"4789005,4759899",RS,8841
23421762,MA MOTOS,2,4543900,,RS,8841
23421868,CARLOS DE PROVIDEL,2,4399103,"4330405,4330404,4399199,4322301,4330402,4321500,2599301",RS,8841
23422427,CASA - REPAROS E REFORMAS,4,4399103,"4330405,4330404,4399199,4322301,4330402,4321500,2599301",RS,8841
23423203,,2,7111100,"7410202,8130300",RS,8841
23427112,SOMMOS ODONTOLOGIA,2,8630504,,RS,8841
23438175,GAUCHAO RESTAURANTE E PIZZARIA,8,5611201,,RS,8841
23454653,,8,4755503,4789001,RS,8841
23457660,,4,9602501,,RS,8841
23460818,AG CONSTRUCOES E REFORMAS,4,4399103,"4330405,4330404,4322301,4330402,4321500,2543800",RS,8841
23461300,OFICINA DAS BOLAS,2,4753900,"9529101,4321500,7319002,7319099",RS,8841
23475315,CLINICA MEDICA SOL NASCENTE,2,8630503,"8630599,8640208",RS,8841
23489183,MINI SHOP,4,4763601,"4781400,4782201",RS,8841
23504991,,2,8599604,,RS,8841
23505208,IAGO REFORMAS,4,4399103,,RS,8841
23506084,,2,7721700,"4930201,7729202,7739003",RS,8841
23510669,ELIZFONTOURA,4,9602501,,RS,8841
23521051,EMPREENDIMENTOS AGROPECUARIOS FLECHILHAS DO PAMPA,2,115600,"0151201,0153902,0154700,0155501,0210101,0210103,0810006",RS,8841
23534063,SERVICE.CIA,2,4789001,"1412603,4781400,1340501,1412602,8599605,7319002,1359600",RS,8841
23552026,DUARTE&PIRES,2,5223100,,RS,8841
23589290,,4,9700500,,RS,8841
23594274,,2,7490199,"7112000,7119704,7119799,7120100",RS,8841
23635434,,4,9602502,,RS,8841
23640571,GESTAODS,2,6203100,"6201501,6202300,6204000,6209100,6311900,7020400,7490104,8219999,8599604",RS,8841
82647884,AUTO VIACAO CATARINENSE LTDA.,2,4922102,"7911200,7490104,7912100,4921302,4922101,4922103,4930202,4929902,4929901",RS,8841
23667593,FELIPETO GESTAO DOCUMENTAL,8,8211300,,RS,8841
23668192,,8,5912099,"5811500,8599699,5813100,8592999",RS,8841
23691014,BELEZA ANIMAL,8,4789004,"4771704,7500100,9609207,9609208",RS,8841
23699652,ELINA AMBULANTE,2,5612100,,RS,8841
23705553,MANIA DO GESSO,2,4330403,"4744099,5320202",RS,8841
23710117,CANTINA FERNANDES,8,5620104,4723700,RS,8841
11990126,ROTA SIMULADORES LTDA,8,2945000,"4757100,3299099,8599699,3319800,4751201,7729202,6209100,6204000",RS,8841
23726505,,2,7319002,,RS,8841
23726707,BORGES E TRINDADE TRANSPORTES,2,4924800,,RS,8841
23726855,,2,5620104,4712100,RS,8841
23751256,DESCONT'SAUDE SANTA MARIA,8,8299799,7319002,RS,8841
23770374,,2,5620104,,RS,8841
23770512,PAULO BRAGA,2,4399103,"4330405,4330404,4399199,4330403,4322301,4330402,4321500,2599301",RS,8841
23776530,AMIGURUTITA,2,3299099,1422300,RS,8841
23114685,BON APPETIT,8,5620104,5611201,RS,8841
23787904,LJM FUNILARIA,2,4520002,,RS,8841
23791095,C M PRODUCOES,2,8230002,8230001,RS,8841
